,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,year,pros_clean,cons_clean,headline_clean,too_long_pro,too_long_con,Clean_pro_aspect_sentiments,Clean_con_aspect_sentiments,pro_aspect_sentiments,con_aspect_sentiments
92632,REED,2016-05-09, Anonymous Employee,Current Employee,"London, England, England",1,1.0,1.0,,1.0,1.0,1.0,v,o,v,Project Manager,Good place to work for me,none applicable great place overall,2016,good place to work for I,none applicable great place overall,project manager,False,False,{},{},{},{}
25779,Capita,2016-10-11, Business Change Manager,"Former Employee, more than 1 year","London, England, England",3,1.0,3.0,,4.0,2.0,2.0,v,v,v,Typical Big Player,"Exposure, scale of client services, resources available, variation, network development due to size of organisation, variation in roles","Work life balance, short term tactical focus, poor pay rises, you're a tiny fish in a huge sea",2016,exposure scale of client service resource available variation network development due to size of organisation variation in role,work life balance short term tactical focus poor pay rise you be a tiny fish in a huge sea,typical big player,False,False,"{'growth': {1: 0.012647396, 2: 0.029382382, 3: 0.25410616, 4: 0.52315587, 5: 0.18070817, 'label': 4}, 'job role clarity': {1: 0.013893965, 2: 0.035868086, 3: 0.322735, 4: 0.49621314, 5: 0.13128981, 'label': 4}}","{'pay': {1: 0.36213833, 2: 0.4061158, 3: 0.19129643, 4: 0.03222093, 5: 0.008228523, 'label': 2}, 'work-life balance': {1: 0.37473693, 2: 0.379757, 3: 0.18992664, 4: 0.04288554, 5: 0.012693835, 'label': 2}}","{'growth': {1: 0.009468574, 2: 0.023982832, 3: 0.214037, 4: 0.53432184, 5: 0.21818976, 'label': 4}, 'job role clarity': {1: 0.01083162, 2: 0.03108327, 3: 0.29745665, 4: 0.513885, 5: 0.14674345, 'label': 4}, 'tools & resources': {1: 0.0100906, 2: 0.026095748, 3: 0.24017487, 4: 0.531043, 5: 0.19259581, 'label': 4}}","{'pay': {1: 0.39417088, 2: 0.43744048, 3: 0.14582063, 4: 0.0182606, 5: 0.004307366, 'label': 2}, 'work-life balance': {1: 0.39642793, 2: 0.4072577, 3: 0.15476519, 4: 0.032262534, 5: 0.009286701, 'label': 2}}"
10824,BAT,2020-07-06, Central Quality Manager,Current Employee,"Southampton, England, England",4,4.0,4.0,,3.0,4.0,4.0,v,v,v,Great Place to Work,"Interesting technology, opportunity to travel, ability to set and determine horizontal career path, friendly colleagues, supportive/strategic management and enshrined agility. Business continuously seek to improve itself with a continuous stream of innovation, agility and technology.",Promotion depends on internal politics and also on team and part of business (tobacco side vs next generation products side). There is an effort to address this.,2020,interesting technology opportunity to travel ability to set and determine horizontal career path friendly colleague supportive strategic management and enshrined agility business continuously seek to improve itself with a continuous stream of innovation agility and technology,promotion depend on internal politic and also on team and part of business tobacco side vs next generation product side there be an effort to address this,great place to work,False,False,"{'management': {1: 0.0067263595, 2: 0.012328632, 3: 0.122020885, 4: 0.53618985, 5: 0.32273433, 'label': 4}, 'growth': {1: 0.0061152354, 2: 0.011357641, 3: 0.11338105, 4: 0.53044987, 5: 0.3386962, 'label': 4}, 'travel': {1: 0.006204027, 2: 0.011724972, 3: 0.12715355, 4: 0.5420942, 5: 0.31282333, 'label': 4}, 'tools & resources': {1: 0.0059917625, 2: 0.011507712, 3: 0.12159296, 4: 0.54209334, 5: 0.31881425, 'label': 4}, 'teamwork & collaboration': {1: 0.0056685386, 2: 0.011001904, 3: 0.12667385, 4: 0.5572331, 5: 0.29942262, 'label': 4}}","{'growth': {1: 0.33682373, 2: 0.34478, 3: 0.22063643, 4: 0.07392898, 5: 0.023830863, 'label': 2}, 'teamwork & collaboration': {1: 0.37216496, 2: 0.3383607, 3: 0.19930403, 4: 0.068455115, 5: 0.021715272, 'label': 1}}","{'management': {1: 0.0031425862, 2: 0.0059500826, 3: 0.07148538, 4: 0.52373666, 5: 0.3956853, 'label': 4}, 'growth': {1: 0.00301278, 2: 0.005700638, 3: 0.06413729, 4: 0.502642, 5: 0.42450732, 'label': 4}, 'travel': {1: 0.002931132, 2: 0.005617513, 3: 0.07299894, 4: 0.5216142, 5: 0.39683822, 'label': 4}, 'people': {1: 0.003288196, 2: 0.006030128, 3: 0.06841561, 4: 0.5012667, 5: 0.4209993, 'label': 4}, 'tools & resources': {1: 0.0028083273, 2: 0.005381683, 3: 0.06587414, 4: 0.51249593, 5: 0.41343993, 'label': 4}, 'teamwork & collaboration': {1: 0.002696532, 2: 0.0051781414, 3: 0.069872774, 4: 0.5373317, 5: 0.38492087, 'label': 4}}","{'growth': {1: 0.2645374, 2: 0.3713851, 3: 0.25286382, 4: 0.08738876, 5: 0.023824958, 'label': 2}, 'teamwork & collaboration': {1: 0.28806987, 2: 0.36568305, 3: 0.23434909, 4: 0.08777771, 5: 0.024120314, 'label': 2}}"
13924,BT,2019-08-01, SERVICE ADVISOR,"Former Employee, more than 3 years","Exeter, England, England",2,1.0,3.0,,2.0,3.0,1.0,o,o,o,Call advisor,good pay and employee benefits,"poor management, not good work life balance",2019,good pay and employee benefit,poor management not good work life balance,call advisor,False,False,"{'pay': {1: 0.008505073, 2: 0.011936804, 3: 0.14104453, 4: 0.511062, 5: 0.3274516, 'label': 4}}","{'management': {1: 0.6048518, 2: 0.3311876, 3: 0.058896646, 4: 0.0039374446, 5: 0.0011264466, 'label': 1}, 'work-life balance': {1: 0.6569878, 2: 0.28894812, 3: 0.049139157, 4: 0.003778683, 5: 0.0011462457, 'label': 1}}","{'pay': {1: 0.009085669, 2: 0.013138282, 3: 0.15223767, 4: 0.5112976, 5: 0.31424075, 'label': 4}, 'benefits': {1: 0.009560472, 2: 0.014092301, 3: 0.1658281, 4: 0.5125111, 5: 0.29800808, 'label': 4}}","{'management': {1: 0.5913184, 2: 0.34457773, 3: 0.05927353, 4: 0.0037899527, 5: 0.0010402699, 'label': 1}, 'work-life balance': {1: 0.6333384, 2: 0.30969647, 3: 0.05224419, 4: 0.0036802012, 5: 0.0010407238, 'label': 1}}"
58752,J-Sainsbury,2020-11-01, General Assistant,"Former Employee, less than 1 year","Luton, East of England, England, England",4,,,,4.0,,,o,o,o,Good part time work,Decent part time work for students with flexible hours,Not much training given on new role,2020,decent part time work for student with flexible hour,not much training give on new role,good part time work,False,False,"{'flexibility': {1: 0.0071548778, 2: 0.020965237, 3: 0.29015288, 4: 0.53374165, 5: 0.14798535, 'label': 4}}","{'training & onboarding': {1: 0.4005105, 2: 0.34374297, 3: 0.19245534, 4: 0.048797097, 5: 0.014494231, 'label': 1}, 'job role clarity': {1: 0.3117686, 2: 0.3560611, 3: 0.25509402, 4: 0.061733376, 5: 0.015342846, 'label': 2}}","{'work-life balance': {1: 0.004524567, 2: 0.014027762, 3: 0.30150738, 4: 0.55204237, 5: 0.1278979, 'label': 4}, 'flexibility': {1: 0.005495713, 2: 0.015042258, 3: 0.26339045, 4: 0.558413, 5: 0.15765858, 'label': 4}}","{'training & onboarding': {1: 0.39583197, 2: 0.34898221, 3: 0.19752276, 4: 0.04526613, 5: 0.012396958, 'label': 1}, 'job role clarity': {1: 0.30504948, 2: 0.36092, 3: 0.2619887, 4: 0.05846082, 5: 0.013580966, 'label': 2}}"
27191,CarShop-UK,2020-05-08, Collections Dude,Current Employee,"Swindon, Wiltshire, South West England, England, England",5,4.0,2.0,,3.0,2.0,3.0,v,v,r,Happy to be part of the team,Have taken care of team members during lockdown,"None really, thing in a large part this is down to Sytner group influence",2020,have take care of team member during lockdown,none really thing in a large part this be down to sytner group influence,happy to be part of the team,False,False,"{'teamwork & collaboration': {1: 0.01724211, 2: 0.025503702, 3: 0.2013578, 4: 0.4899857, 5: 0.26591069, 'label': 4}}","{'teamwork & collaboration': {1: 0.4594343, 2: 0.3446021, 3: 0.1515781, 4: 0.034137, 5: 0.010248472, 'label': 1}}","{'teamwork & collaboration': {1: 0.016917426, 2: 0.025266765, 3: 0.19919015, 4: 0.48960882, 5: 0.26901683, 'label': 4}}","{'teamwork & collaboration': {1: 0.4520102, 2: 0.36772683, 3: 0.14942022, 4: 0.024800159, 5: 0.006042537, 'label': 1}}"
59492,JLL,2020-09-13, National Director,"Former Employee, more than 1 year","London, England, England",1,2.0,1.0,,1.0,2.0,,x,r,r,Avoid at all costs!,"Big name, but hard to think of anything else","Secretive, bullying attitude of senior management
Rank hypocrisy
Inability to change or accept new ideas
Dishonesty in dealing with anyone who speaks out",2020,big name but hard to think of anything else,secretive bully attitude of senior management rank hypocrisy inability to change or accept new idea dishonesty in deal with anyone who speak out,avoid at all cost,False,False,{},"{'management': {1: 0.8531694, 2: 0.119985975, 3: 0.019419609, 4: 0.0044000065, 5: 0.0030250119, 'label': 1}}",{},"{'management': {1: 0.85173357, 2: 0.1254042, 3: 0.016957136, 4: 0.0035454712, 5: 0.0023595642, 'label': 1}}"
56692,J-Sainsbury,2016-01-10, Customer Service Assistant,"Current Employee, more than 1 year","London, England, England",4,3.0,4.0,,3.0,4.0,3.0,v,v,v,working at sainsburys,I work in my local Sainburys it is a very short walking distance from my home.I enjoy the atmosphere at our store we have many locals that are very nice and a few celebs thrown in which makes it exciting celeb spotting. I feel that I have a voice and am listened to and appreciated as an employee.,"The work can be quite back breaking and mundane at times it can feel like your just doing the same thing over and over.Some customers can be quite rude,abrupt and condascending which can be a bit demoralising.",2016,I work in my local sainbury it be a very short walking distance from my home.i enjoy the atmosphere at our store we have many local that be very nice and a few celebs throw in which make it exciting celeb spot I feel that I have a voice and be listen to and appreciate as an employee,the work can be quite back break and mundane at time it can feel like your just do the same thing over and over.some customer can be quite rude abrupt and condascende which can be a bit demoralise,work at sainsbury,False,False,"{'culture': {1: 0.008178081, 2: 0.018243486, 3: 0.1754936, 4: 0.535773, 5: 0.26231185, 'label': 4}}",{},"{'culture': {1: 0.0034273826, 2: 0.007861883, 3: 0.10690331, 4: 0.5491278, 5: 0.3326796, 'label': 4}}",{}
54010,Immediate-Media-Company,2019-09-05, Manager,"Current Employee, more than 8 years","London, England, England",5,5.0,5.0,,5.0,4.0,4.0,v,v,v,The best company no one has heard of?,"Media is in a state of decline, we all know this. Yet against this backdrop Immediate Media keeps getting bigger and bigger and bigger. At Immediate the entrepreneurial culture underpins everything - people matter and are treated well. Staff turnover is the lowest in the industry - great HR and Recruitment team, the facilities are great - there’s even arcade machines! Then there’s the IMFestival... I could go on and on....",Plenty of opportunity to progress - if you’re good enough! Bristol finally have a great office!,2019,medium be in a state of decline we all know this yet against this backdrop immediate medium keep get big and big and big at immediate the entrepreneurial culture underpin everything people matter and be treat well staff turnover be the low in the industry great hr and recruitment team the facility be great there ’ even arcade machine then there ’ the imfestival I could go on and on,plenty of opportunity to progress if you ’re good enough bristol finally have a great office,the good company no one have hear of,False,False,"{'culture': {1: 0.11306713, 2: 0.16661566, 3: 0.2186546, 4: 0.28124094, 5: 0.22042164, 'label': 4}, 'people': {1: 0.11698857, 2: 0.16773283, 3: 0.21711035, 4: 0.27571833, 5: 0.22244988, 'label': 4}, 'teamwork & collaboration': {1: 0.105836764, 2: 0.18002953, 3: 0.24771328, 4: 0.28564045, 5: 0.18077992, 'label': 4}}","{'growth': {1: 0.1677301, 2: 0.24273455, 3: 0.280054, 4: 0.20184627, 5: 0.10763507, 'label': 3}}","{'culture': {1: 0.15937808, 2: 0.25876948, 3: 0.23783132, 4: 0.23328257, 5: 0.11073849, 'label': 2}, 'people': {1: 0.17378774, 2: 0.26702446, 3: 0.23197988, 4: 0.22003818, 5: 0.10716977, 'label': 2}, 'teamwork & collaboration': {1: 0.15160726, 2: 0.2802754, 3: 0.25895733, 4: 0.22082317, 5: 0.0883369, 'label': 2}}","{'growth': {1: 0.14102961, 2: 0.19053401, 3: 0.23295465, 4: 0.24690706, 5: 0.18857469, 'label': 4}}"
51956,Holiday-Inn-Express,2018-07-12, Guest Service Team Member,"Current Employee, less than 1 year","Stafford, England, England",3,1.0,1.0,,1.0,1.0,1.0,x,r,x,No rewards,"Some staff, end of the day","Expected to do everything, no break",2018,some staff end of the day,expect to do everything no break,no reward,False,False,{},{},{},{}
88175,Premier-Inn,2017-05-02, Assistant Operations Manager,"Former Employee, more than 3 years","Nottingham, England, England",3,1.0,2.0,,3.0,2.0,1.0,x,x,r,Don't pay fairly,Great teams and rewarding role,Poor pay and work life balance,2017,great team and rewarding role,poor pay and work life balance,do not pay fairly,False,False,"{'job role clarity': {1: 0.0044202628, 2: 0.007094361, 3: 0.100492924, 4: 0.49841195, 5: 0.38958046, 'label': 4}, 'teamwork & collaboration': {1: 0.0028471681, 2: 0.0036818294, 3: 0.056210574, 4: 0.4420584, 5: 0.495202, 'label': 5}}","{'pay': {1: 0.50822926, 2: 0.33994147, 3: 0.122516416, 4: 0.020957222, 5: 0.008355623, 'label': 1}, 'work-life balance': {1: 0.5825212, 2: 0.30079976, 3: 0.09479431, 4: 0.015462427, 5: 0.0064223637, 'label': 1}}","{'job role clarity': {1: 0.0046480456, 2: 0.007954323, 3: 0.110501535, 4: 0.4968651, 5: 0.380031, 'label': 4}, 'teamwork & collaboration': {1: 0.0030607658, 2: 0.004179551, 3: 0.061663184, 4: 0.43859306, 5: 0.49250343, 'label': 5}}","{'pay': {1: 0.50822926, 2: 0.33994147, 3: 0.122516416, 4: 0.020957222, 5: 0.008355623, 'label': 1}, 'work-life balance': {1: 0.5825212, 2: 0.30079976, 3: 0.09479431, 4: 0.015462427, 5: 0.0064223637, 'label': 1}}"
67871,Lloyds-Banking-Group,2020-03-02, Digital Programmer Manager,"Former Employee, more than 3 years","London, England, England",4,5.0,4.0,,3.0,4.0,4.0,v,v,v,Working with LBG,Opportunity of working  in wide areas of responsibilities.,Career growth seems bit sluggish.,2020,opportunity of work in wide area of responsibility,career growth seem bit sluggish,work with lbg,False,False,"{'growth': {1: 0.005923074, 2: 0.009277082, 3: 0.13664167, 4: 0.5220604, 5: 0.3260978, 'label': 4}, 'job role clarity': {1: 0.0065404433, 2: 0.013654432, 3: 0.22502473, 4: 0.5490078, 5: 0.2057727, 'label': 4}}","{'growth': {1: 0.13499956, 2: 0.3887079, 3: 0.38578618, 4: 0.07932329, 5: 0.011183054, 'label': 2}}","{'growth': {1: 0.0040273205, 2: 0.0072442326, 3: 0.13031988, 4: 0.53972256, 5: 0.31868595, 'label': 4}}","{'growth': {1: 0.09736734, 2: 0.38240245, 3: 0.4409158, 4: 0.07170868, 5: 0.007605695, 'label': 3}}"
28204,Citi,2017-05-30, ,"Former Employee, more than 10 years","London, England, England",4,4.0,4.0,,4.0,4.0,4.0,v,v,v,Rate a Company,"""Can-do"" New York H-Qed Bank with huge geographic footprint. Diverse, competent, professional people. On the whole very collegiate and friendly - an interesting and fun place to work. Lots of ""extra-curricular"" activities and a good CSR focus. Excellent transaction banking and services divisions.",Very diverse product sets so difficult to achieve consistently good culture  across the whole -  e.g. investment versus transaction banking.   Can be bureaucratic. Loyalty penalized in terms of salary - long-term employees can be taken for granted.,2017,can do new york h qed bank with huge geographic footprint diverse competent professional people on the whole very collegiate and friendly an interesting and fun place to work lot of extra curricular activity and a good csr focus excellent transaction banking and service division,very diverse product set so difficult to achieve consistently good culture across the whole e.g. investment versus transaction banking can be bureaucratic loyalty penalize in term of salary long term employee can be take for grant,rate a company,False,False,"{'people': {1: 0.0029367208, 2: 0.004951458, 3: 0.059224557, 4: 0.4755794, 5: 0.4573079, 'label': 4}}","{'pay': {1: 0.41031352, 2: 0.45009887, 3: 0.11536099, 4: 0.018110162, 5: 0.006116457, 'label': 2}, 'culture': {1: 0.38310623, 2: 0.47296667, 3: 0.12104815, 4: 0.017598683, 5: 0.005280286, 'label': 2}}","{'people': {1: 0.0022938722, 2: 0.0044051562, 3: 0.04705232, 4: 0.49124703, 5: 0.45500165, 'label': 4}}","{'pay': {1: 0.46834636, 2: 0.44672847, 3: 0.073496684, 4: 0.008463322, 5: 0.0029650845, 'label': 1}, 'culture': {1: 0.42967078, 2: 0.4794397, 3: 0.080188744, 4: 0.008209771, 5: 0.0024909298, 'label': 2}}"
95370,Royal-Mail,2017-02-16, ,Former Employee,"Hemel Hempstead, England, England",4,3.0,1.0,,3.0,4.0,2.0,v,v,r,sorter,Good working hours for employees,physically demanding at times for staff,2017,good working hour for employee,physically demanding at time for staff,sorter,False,False,{},"{'stress & pressure': {1: 0.29227048, 2: 0.3739368, 3: 0.22316529, 4: 0.077726014, 5: 0.032901384, 'label': 2}}","{'work-life balance': {1: 0.006145016, 2: 0.0135934055, 3: 0.21991007, 4: 0.5571933, 5: 0.20315823, 'label': 4}}","{'stress & pressure': {1: 0.28456172, 2: 0.38369665, 3: 0.23250063, 4: 0.07222824, 5: 0.027012784, 'label': 2}}"
45070,Google,2021-04-23, Software Engineer,Former Employee,"London, England, England",4,3.0,2.0,4.0,3.0,3.0,2.0,v,o,r,Ok place to work for,"Training opportunities, good pension schema",Projects are outsorced and change very quickly,2021,training opportunity good pension schema,project be outsorce and change very quickly,ok place to work for,False,False,"{'growth': {1: 0.007102284, 2: 0.011981942, 3: 0.17729609, 4: 0.54229975, 5: 0.26131988, 'label': 4}, 'benefits': {1: 0.0072895647, 2: 0.01249146, 3: 0.20176184, 4: 0.54188704, 5: 0.23657002, 'label': 4}, 'training & onboarding': {1: 0.0072502517, 2: 0.010652694, 3: 0.15622681, 4: 0.530129, 5: 0.29574117, 'label': 4}}",{},"{'benefits': {1: 0.007045296, 2: 0.011926416, 3: 0.17513022, 4: 0.539765, 5: 0.2661331, 'label': 4}, 'training & onboarding': {1: 0.0066826493, 2: 0.009916086, 3: 0.13681094, 4: 0.5272867, 5: 0.3193036, 'label': 4}}",{}
